id,media_type,cdn_url,duration,time_added
1,image,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/452291381_17971945925756196_5688971459988892838_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IlNUT1JZLmltYWdlX3VybGdlbi4xMTI1eDIwMDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlLmMyIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QEP5MEd3pS5v6tmna2JBoGTuAmvCVQmLNAlpRBWnc6MUCmNPnu9wS6GHapQE1X0MLg&_nc_ohc=gzdjKSS1rA4Q7kNvwGNcUSv&_nc_gid=LbeXwKoa3V4U2-i4AHQTCQ&edm=ANmP7GQAAAAA&ccb=7-5&ig_cache_key=MzQxNjAxOTA0OTc3MjAxMjU0MQ%3D%3D.3-ccb7-5&oh=00_AfVdPJuvZQ-SCmlyI53_1sHBng52UDZN_gIwB3ZC_C-IVA&oe=6899171D&_nc_sid=982cc7,0,1 year ago
